SPECTRA INDEX,SPECTRA FILE NAME,CHI SQUARED
5,spec-9140-58039-0081-dered.dr16,5.960736131685195
16,spec-7671-57360-0092-dered.dr16,11.915540650572224
18,spec-8823-57446-0393-dered.dr16,5.86911389977017
20,spec-4421-55858-0894-dered.dr16,10.65234503632978
21,spec-5297-55913-0686-dered.dr16,6.991325583320815
39,spec-9155-58043-0456-dered.dr16,22.453328407893547
40,spec-9411-58070-0290-dered.dr16,4.221488172879516
44,spec-7732-58108-0100-dered.dr16,11.203343308448721
47,spec-7743-58107-0994-dered.dr16,7.595799279704732
53,spec-7644-57327-0353-dered.dr16,9.525572715136901
58,spec-5326-56002-0370-dered.dr16,10.989464439777134
59,spec-5406-55955-0486-dered.dr16,16.762854832375012
60,spec-5438-56002-0285-dered.dr16,17.0482813576089
62,spec-5862-56045-0724-dered.dr16,13.004812356792293
63,spec-5994-56101-0196-dered.dr16,10.011876550174563
87,spec-5450-55986-0680-dered.dr16,16.066750248412273
89,spec-5469-56037-0689-dered.dr16,20.3749658340132
91,spec-6428-56279-0192-dered.dr16,6.834621050998786
96,spec-7118-56686-0018-dered.dr16,11.423649437421705
97,spec-7235-56603-0711-dered.dr16,22.243726565602028
102,spec-11314-58436-0494-dered.dr16,27.8012667821328
112,spec-5193-56066-0854-dered.dr16,9.792675213799747
114,spec-5371-55976-0375-dered.dr16,21.435040021649222
116,spec-5459-56035-0821-dered.dr16,13.487488699983489
117,spec-5470-56008-0024-dered.dr16,8.45959354842933
119,spec-5787-56254-0280-dered.dr16,73.97094654768297
120,spec-5973-56067-0856-dered.dr16,11.601210009308701
121,spec-5986-56328-0702-dered.dr16,24.43153567963008
122,spec-6002-56104-0333-dered.dr16,8.842023991706972
124,spec-6467-56270-0933-dered.dr16,63.63508158792739
125,spec-6638-56370-0035-dered.dr16,10.343675058162669
126,spec-7092-56683-0634-dered.dr16,20.956203086269817
127,spec-11124-58430-0782-dered.dr16,10.089343220257051
130,spec-11329-58426-0355-dered.dr16,10.735192383536134
134,spec-7624-57039-0348-dered.dr16,8.999212288095967
140,spec-7655-57336-0586-dered.dr16,5.585558962089109
145,spec-7390-57130-0961-dered.dr16,53.50096962348019
149,spec-5205-56040-0352-dered.dr16,21.89425500875453
150,spec-5314-55952-0508-dered.dr16,11.197452595445187
151,spec-5434-56033-0598-dered.dr16,6.537105721254966
152,spec-5790-56271-0352-dered.dr16,7.812246323410243
157,spec-6709-56429-0316-dered.dr16,11.564835618940325
158,spec-6809-56454-0922-dered.dr16,5.805842496330677
161,spec-7316-56710-0644-dered.dr16,44.7922886638427
165,spec-7878-57340-0670-dered.dr16,29.278542245180624
171,spec-10472-58159-0789-dered.dr16,7.67876651813713
180,spec-7869-57012-0602-dered.dr16,47.08781646225515
181,spec-9156-58039-0299-dered.dr16,13.659876557862454
182,spec-5039-56220-0218-dered.dr16,8.859843810003934
183,spec-5166-56065-0730-dered.dr16,14.523045512397657
185,spec-5312-56001-0140-dered.dr16,6.770006597290753
187,spec-5430-56000-0420-dered.dr16,11.768679005791439
189,spec-5491-56034-0704-dered.dr16,13.039733920383766
192,spec-5788-56255-0570-dered.dr16,17.228066088318254
193,spec-5891-56034-0076-dered.dr16,8.641843126540461
194,spec-5986-56328-0302-dered.dr16,15.31446730998391
196,spec-6434-56362-0340-dered.dr16,5.555923872195438
199,spec-6649-56364-0826-dered.dr16,7.840911213405219
202,spec-8401-57482-0335-dered.dr16,56.787410457155495
203,spec-8743-57663-0103-dered.dr16,8.679734147960918
204,spec-8864-57428-0151-dered.dr16,10.071181196443723
205,spec-9180-57693-0324-dered.dr16,8.143290662243018
211,spec-9203-57692-0186-dered.dr16,23.575398750516406
215,spec-7584-56957-0901-dered.dr16,33.29551710469684
216,spec-11040-58456-0317-dered.dr16,12.825295280474837
218,spec-5289-55893-0480-dered.dr16,17.03546772333394
221,spec-5811-56334-0139-dered.dr16,7.693217758988003
223,spec-5992-56066-0320-dered.dr16,13.075438920262869
227,spec-6623-56367-0121-dered.dr16,9.547875239208949
229,spec-7088-56657-0068-dered.dr16,5.003396450943269
230,spec-7108-56686-0069-dered.dr16,23.32852135823215
232,spec-7629-56988-0018-dered.dr16,7.242146085326229
240,spec-8822-58167-0348-dered.dr16,10.567532655330098
246,spec-7616-56902-0364-dered.dr16,10.086296996205087
247,spec-8208-57430-0769-dered.dr16,18.261510509590053
252,spec-5439-56045-0250-dered.dr16,18.935873421110987
256,spec-6491-56337-0210-dered.dr16,29.443590098806258
257,spec-6752-56366-0598-dered.dr16,245.61826352643808
260,spec-7696-57655-0835-dered.dr16,19.997401532871994
262,spec-8500-57432-0800-dered.dr16,6.619532377798901
267,spec-8539-58021-0141-dered.dr16,19.845408960858354
276,spec-5202-55824-0174-dered.dr16,12.106704633874843
279,spec-5996-56096-0608-dered.dr16,15.098673663367382
280,spec-6202-56266-0584-dered.dr16,41.05376463053431
283,spec-7088-56657-0588-dered.dr16,5.759890605288028
288,spec-9606-58103-0149-dered.dr16,6.763248789700923
291,spec-9329-57688-0257-dered.dr16,20.503963436617024
296,spec-7892-57333-0134-dered.dr16,5.415248536620638
